source,packId,phase,ply,spineDepth,mainLine,pieceCount,legalCount,band,since,until,speeds,total,white,draws,black,movesGE100,movesGE400,topMoves,fen
main,anti-dutch-leningrad-white,opening,3,1,False,32,21,1800,2024-01,2026-07,blitz+rapid+classical,108699,60863,4554,43282,9,6,fxe4:78022:43042/3431/31549;Nf6:14941:8917/476/5548;d6:6912:3755/317/2840;e6:5993:3389/246/2358;d5:1271:713/53/505;g6:618:413/16/189;f4:215:156/4/55;e5:166:105/3/58;Kf7:149:91/2/56;Nc6:99:60/0/39;c6:86:54/3/29;g5:69:68/0/1,rnbqkbnr/ppppp1pp/8/5p2/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2
main,anti-french-advance-white,opening,5,0,True,32,32,1400,2024-01,2026-07,blitz+rapid+classical,3114952,1426926,118056,1569970,12,12,c5:2379228:1050449/89951/1238828;Nc6:248739:130392/9533/108814;f6:107515:55541/3970/48004;Ne7:80881:38867/3120/38894;a6:73749:34789/2888/36072;Bd7:43793:20975/1575/21243;Bb4+:36139:20429/1433/14277;c6:31977:17121/1267/13589;h6:18882:9069/800/9013;Be7:18682:9703/754/8225;g6:16941:8703/691/7547;b6:16402:8325/627/7450,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3
main,anti-french-advance-white,opening,5,0,True,32,32,1600,2024-01,2026-07,blitz+rapid+classical,3371493,1525015,138630,1707848,12,12,c5:2843133:1258285/117240/1467608;Nc6:140886:74115/5534/61237;Ne7:79217:37516/3243/38458;a6:64102:31072/2627/30403;f6:59199:30874/2269/26056;Bd7:46401:21368/1933/23100;c6:23867:12602/1022/10243;h6:17131:8280/854/7997;g6:16191:8358/697/7136;Bb4+:16052:9183/607/6262;Nd7:14663:7303/570/6790;f5:14172:6724/541/6907,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3
main,anti-french-advance-white,opening,5,0,True,32,32,1800,2024-01,2026-07,blitz+rapid+classical,2863231,1325583,128882,1408766,12,12,c5:2581482:1184091/116708/1280683;Ne7:57424:28153/2462/26809;Nc6:46515:24759/1928/19828;Bd7:39125:18237/1831/19057;a6:29347:14298/1399/13650;f6:22976:12054/896/10026;f5:15271:7151/621/7499;c6:13814:7160/611/6043;Nd7:11924:6084/445/5395;b6:11204:5309/547/5348;g6:9602:5116/450/4036;h6:7343:3688/328/3327,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3
main,anti-french-advance-white,opening,6,1,True,32,37,1400,2024-01,2026-07,blitz+rapid+classical,2395291,1058261,90521,1246509,12,12,c3:1323310:599780/50276/673254;Nf3:627847:271926/23131/332790;Bb5+:110027:47472/4693/57862;Be3:95211:40663/3828/50720;dxc5:86786:34582/3208/48996;c4:56301:23517/2272/30512;f4:42561:17599/1352/23610;Nc3:16414:6949/551/8914;b3:6574:2652/232/3690;Qg4:6231:3224/180/2827;a3:4855:2076/188/2591;Ne2:2916:1123/78/1715,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4
main,anti-french-advance-white,opening,6,1,True,32,37,1600,2024-01,2026-07,blitz+rapid+classical,2855091,1264015,117753,1473323,12,12,c3:1884849:858375/78661/947813;Nf3:533880:224629/21150/288101;Bb5+:114742:48013/5448/61281;Be3:76429:31147/3237/42045;dxc5:71302:28950/2687/39665;f4:61065:25047/2133/33885;c4:54421:21769/2473/30179;Qg4:18530:9817/529/8184;Nc3:13434:5408/464/7562;Bd3:4951:2318/186/2447;a3:3757:1563/154/2040;b3:3500:1338/151/2011,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4
main,anti-french-advance-white,opening,6,1,True,32,37,1800,2024-01,2026-07,blitz+rapid+classical,2586686,1186708,116932,1283046,12,12,c3:2000988:934906/91818/974264;Nf3:283438:119910/12124/151404;Bb5+:69684:28973/3663/37048;f4:56839:24259/2199/30381;dxc5:47695:21003/1826/24866;Qg4:43725:24092/1546/18087;Be3:29593:11432/1363/16798;c4:29014:11137/1350/16527;Nc3:7115:2813/288/4014;Bd3:6331:3032/220/3079;a3:3080:1454/148/1478;b4:2629:1178/122/1329,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4
main,anti-french-advance-white,opening,7,2,True,32,32,1400,2024-01,2026-07,blitz+rapid+classical,1380092,626847,52353,700892,12,12,Nc6:806466:358386/30368/417712;cxd4:200381:97922/8089/94370;Qb6:192218:84179/7054/100985;c4:68233:33553/2810/31870;a6:26734:12447/972/13315;Bd7:26541:11864/908/13769;Ne7:18529:8571/727/9231;Qa5:12515:5375/375/6765;f6:9757:5037/337/4383;b6:4650:2438/206/2006;Nd7:4290:2156/167/1967;b5:2070:1138/62/870,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4
main,anti-french-advance-white,opening,7,2,True,32,32,1600,2024-01,2026-07,blitz+rapid+classical,1973007,900370,82062,990575,12,12,Nc6:1266267:566556/52288/647423;Qb6:256613:115598/10690/130325;cxd4:244558:120492/10592/113474;c4:65216:32325/2941/29950;Bd7:40377:17828/1642/20907;a6:29431:14118/1190/14123;Ne7:25147:11684/1000/12463;Qa5:17196:7321/614/9261;f6:7316:3767/258/3291;Nd7:5274:2689/216/2369;b6:4688:2472/208/2008;Be7:1742:913/61/768,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4
main,anti-french-advance-white,opening,7,2,True,32,32,1800,2024-01,2026-07,blitz+rapid+classical,2098006,981460,95960,1020586,12,12,Nc6:1494617:691597/67731/735289;Qb6:238063:109630/11427/117006;cxd4:196104:98985/9006/88113;Bd7:48239:21672/2336/24231;c4:35803:18217/1661/15925;Ne7:27055:12904/1173/12978;a6:21963:10771/1063/10129;Qa5:12101:5396/508/6197;Nd7:6074:3063/248/2763;b6:4501:2302/234/1965;f6:4444:2262/152/2030;f5:1644:798/58/788,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4
main,anti-french-advance-white,opening,8,3,True,32,38,1400,2024-01,2026-07,blitz+rapid+classical,813328,361795,30595,420938,12,12,Nf3:522085:236085/19471/266529;Bb5:142582:62433/5782/74367;Be3:56675:24659/2272/29744;f4:41916:17437/1385/23094;a3:13569:6495/433/6641;b3:5118:2120/169/2829;Bd3:5111:2303/134/2674;dxc5:4886:1796/167/2923;Ne2:3931:1583/172/2176;Na3:2213:949/68/1196;Bf4:1868:638/71/1159;Qa4:1718:638/65/1015,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5
main,anti-french-advance-white,opening,8,3,True,32,38,1600,2024-01,2026-07,blitz+rapid+classical,1277398,572111,52712,652575,12,12,Nf3:837550:383428/34330/419792;Bb5:209063:88672/9463/110928;f4:80366:34191/2972/43203;Be3:75476:32606/3218/39652;a3:30160:14674/1188/14298;Bd3:10685:5050/342/5293;Ne2:6300:2523/217/3560;b3:5363:2098/195/3070;dxc5:3711:1391/150/2170;Na3:3065:1329/119/1617;Qg4:2282:1071/56/1155;Nd2:1659:588/67/1004,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5
main,anti-french-advance-white,opening,8,3,True,32,38,1800,2024-01,2026-07,blitz+rapid+classical,1506747,697694,68204,740849,12,12,Nf3:1054940:501435/47420/506085;Bb5:182645:75989/9169/97487;f4:102911:43749/4203/54959;Be3:74482:34007/3512/36963;a3:47612:23475/2158/21979;Bd3:16697:7825/570/8302;Ne2:7729:3230/365/4134;b3:3431:1242/142/2047;Na3:2775:1229/138/1408;Qg4:2723:1317/97/1309;dxc5:2269:893/106/1270;Be2:1498:689/56/753,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5
main,anti-french-advance-white,opening,9,4,True,32,36,1400,2024-01,2026-07,blitz+rapid+classical,821440,369497,30485,421458,12,12,Qb6:404375:176483/15066/212826;Bd7:116599:50397/4236/61966;cxd4:115198:55475/4436/55287;Nge7:85687:38058/3074/44555;a6:20209:9518/721/9970;f6:16576:8421/600/7555;c4:14205:7080/544/6581;Qa5:9523:4322/323/4878;Be7:7905:4182/287/3436;b6:7115:3600/271/3244;h6:6752:3211/280/3261;Nh6:6103:2948/262/2893,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5
main,anti-french-advance-white,opening,9,4,True,32,36,1600,2024-01,2026-07,blitz+rapid+classical,1173638,531054,48016,594568,12,12,Qb6:572185:255533/23953/292699;Bd7:200001:86665/8052/105284;cxd4:161742:77606/6817/77319;Nge7:122906:54866/4688/63352;a6:23766:11339/943/11484;c4:15483:7685/611/7187;f6:15296:7626/576/7094;Qa5:13464:5947/512/7005;h6:10014:4739/450/4825;Be7:8641:4462/305/3874;b6:7934:3900/313/3721;Nh6:6896:3087/245/3564,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5
main,anti-french-advance-white,opening,9,4,True,32,36,1800,2024-01,2026-07,blitz+rapid+classical,1309759,615755,58677,635327,12,12,Qb6:607800:286529/27703/293568;Bd7:262325:118578/11684/132063;cxd4:166458:82746/7580/76132;Nge7:153349:70146/6629/76574;a6:23046:11255/994/10797;f6:17002:8000/704/8298;Qa5:13377:6037/562/6778;c4:10791:5422/481/4888;Nh6:9109:4043/414/4652;h6:8537:4159/380/3998;b6:7733:3956/327/3450;Qc7:7624:3691/293/3640,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5
main,anti-french-advance-white,opening,10,5,True,32,35,1400,2024-01,2026-07,blitz+rapid+classical,553283,241707,20368,291208,12,12,Be2:111379:49282/4066/58031;Bd3:89889:44950/2774/42165;Be3:70079:27019/2321/40739;b3:61023:24493/2251/34279;a3:43636:21719/1594/20323;Na3:40606:17632/1576/21398;Qb3:32847:14271/1995/16581;a4:26755:11753/969/14033;Nbd2:23090:9746/876/12468;dxc5:18210:7026/671/10513;Qc2:11296:4574/401/6321;Qa4:4484:1806/159/2519,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 3 6
main,anti-french-advance-white,opening,10,5,True,32,35,1600,2024-01,2026-07,blitz+rapid+classical,764302,342581,31642,390079,12,12,Bd3:183012:92783/6482/83747;Be2:162159:71149/6650/84360;a3:102863:51907/4364/46592;b3:69996:26978/2944/40074;Qb3:51052:21413/3488/26151;Be3:45554:16946/1600/27008;Na3:44729:19229/1973/23527;a4:27666:11900/1112/14654;dxc5:25469:10334/985/14150;Nbd2:19188:7642/789/10757;Qc2:12421:4767/465/7189;Qa4:4812:1824/211/2777,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 3 6
main,anti-french-advance-white,opening,10,5,True,32,35,1800,2024-01,2026-07,blitz+rapid+classical,769116,362221,34926,371969,12,12,Bd3:265040:134878/10555/119607;a3:172471:87655/8089/76727;Be2:151940:67554/6871/77515;Qb3:41630:16890/3157/21583;b3:37290:13648/1809/21833;Na3:27117:11856/1303/13958;dxc5:20816:9259/927/10630;a4:14710:6262/637/7811;Be3:13716:4975/514/8227;Nbd2:8917:3590/378/4949;Qc2:5661:2017/227/3417;Qa4:2623:944/138/1541,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 3 6
main,anti-french-advance-white,opening,11,6,True,32,35,1400,2024-01,2026-07,blitz+rapid+classical,53588,26514,1937,25137,11,8,cxd4:17016:8663/635/7718;Nge7:12555:6152/419/5984;Bd7:10265:5062/398/4805;Nh6:5907:2862/213/2832;a5:3098:1385/82/1631;c4:2396:1161/112/1123;f6:847:437/19/391;a6:733:356/30/347;Be7:342:204/9/129;h6:146:85/4/57;Na5:101:49/7/45;g6:70:31/5/34,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R b KQkq - 0 6
main,anti-french-advance-white,opening,11,6,True,32,35,1600,2024-01,2026-07,blitz+rapid+classical,122965,61912,5162,55891,12,9,cxd4:39003:20084/1777/17142;Bd7:25116:12714/977/11425;Nge7:24196:12394/987/10815;Nh6:12828:6339/511/5978;a5:9383:4292/363/4728;c4:8606:4033/408/4165;f6:1325:622/48/655;a6:1019:574/33/412;Be7:599:353/15/231;h6:287:151/18/118;Na5:232:140/14/78;g6:151:94/2/55,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R b KQkq - 0 6
main,anti-french-advance-white,opening,11,6,True,32,35,1800,2024-01,2026-07,blitz+rapid+classical,198133,100550,9336,88247,12,9,cxd4:53883:28607/2629/22647;Bd7:44667:23205/2081/19381;Nge7:28506:14780/1340/12386;a5:23588:11068/1038/11482;c4:22604:10344/1065/11195;Nh6:19064:9542/938/8584;f6:2952:1465/114/1373;a6:995:533/42/420;Be7:574:314/24/236;h6:350:197/14/139;Na5:246:121/15/110;f5:205:106/9/90,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R b KQkq - 0 6
main,anti-french-advance-white,opening,12,7,True,32,34,1400,2024-01,2026-07,blitz+rapid+classical,5958,2887,212,2859,5,4,b4:2762:1477/104/1181;Bxh6:1186:503/31/652;Bd3:771:417/31/323;h3:425:162/15/248;Be2:357:161/17/179;Nbd2:92:40/1/51;Be3:85:26/5/54;dxc5:72:22/2/48;a4:51:18/1/32;b3:43:18/2/23;Qc2:34:15/1/18;Qa4:15:5/2/8,r1b1kb1r/pp3ppp/1qn1p2n/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 1 7
main,anti-french-advance-white,opening,12,7,True,32,34,1600,2024-01,2026-07,blitz+rapid+classical,12910,6379,514,6017,7,5,b4:7091:3778/288/3025;Bd3:2116:1128/95/893;Bxh6:2108:828/81/1199;Be2:593:256/15/322;h3:415:177/13/225;dxc5:143:41/5/97;Nbd2:101:42/3/56;b3:84:40/3/41;Be3:79:21/3/55;Qc2:50:21/2/27;a4:32:17/2/13;g3:21:8/0/13,r1b1kb1r/pp3ppp/1qn1p2n/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 1 7
main,anti-french-advance-white,opening,12,7,True,32,34,1800,2024-01,2026-07,blitz+rapid+classical,19256,9654,944,8658,6,4,b4:11919:6292/578/5049;Bd3:4059:2106/231/1722;Bxh6:2019:788/74/1157;Be2:597:233/30/334;h3:250:80/12/158;dxc5:151:47/8/96;b3:62:27/2/33;Nbd2:50:24/3/23;Be3:44:14/4/26;g3:23:12/0/11;a4:18:6/0/12;Qc2:16:9/0/7,r1b1kb1r/pp3ppp/1qn1p2n/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 1 7
main,anti-french-advance-white,opening,13,8,True,32,33,1400,2024-01,2026-07,blitz+rapid+classical,2771,1483,104,1184,4,2,cxd4:1999:1063/77/859;cxb4:439:230/20/189;Nf5:171:96/4/71;c4:146:83/3/60;a6:6:5/0/1;a5:5:3/0/2;Bd7:2:1/0/1;Be7:1:0/0/1;Nxb4:1:1/0/0;Nxd4:1:1/0/0,r1b1kb1r/pp3ppp/1qn1p2n/2ppP3/1P1P4/P1P2N2/5PPP/RNBQKB1R b KQkq - 0 7
main,anti-french-advance-white,opening,13,8,True,32,33,1600,2024-01,2026-07,blitz+rapid+classical,7106,3787,290,3029,4,2,cxd4:5854:3096/234/2524;cxb4:844:463/39/342;Nf5:198:119/9/70;c4:191:94/8/89;Bd7:6:5/0/1;a6:4:3/0/1;a5:2:2/0/0;Qb5:1:1/0/0;Ng4:1:0/0/1;Nxb4:1:1/0/0;Nxd4:1:1/0/0;Qc7:1:0/0/1,r1b1kb1r/pp3ppp/1qn1p2n/2ppP3/1P1P4/P1P2N2/5PPP/RNBQKB1R b KQkq - 0 7
main,anti-french-advance-white,opening,13,8,True,32,33,1800,2024-01,2026-07,blitz+rapid+classical,11927,6298,578,5051,3,2,cxd4:10804:5621/536/4647;cxb4:861:518/30/313;c4:145:80/7/58;Nf5:95:61/5/29;Nxd4:8:7/0/1;a6:4:2/0/2;Bd7:3:3/0/0;g6:2:2/0/0;a5:2:1/0/1;Ng8:1:1/0/0;Qc7:1:1/0/0;Qb5:1:1/0/0,r1b1kb1r/pp3ppp/1qn1p2n/2ppP3/1P1P4/P1P2N2/5PPP/RNBQKB1R b KQkq - 0 7
main,anti-french-advance-white,opening,12,7,False,32,30,1400,2024-01,2026-07,blitz+rapid+classical,2499,1218,115,1166,2,2,Be2:1147:563/50/534;Nbd2:879:462/42/375;Be3:87:38/3/46;b4:77:22/5/50;Qc2:71:35/4/32;g3:69:35/1/33;h3:27:11/1/15;Bg5:26:7/1/18;a4:25:10/2/13;Ng5:25:12/1/12;h4:14:7/1/6;Bf4:14:5/1/8,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 0 7
main,anti-french-advance-white,opening,12,7,False,32,30,1600,2024-01,2026-07,blitz+rapid+classical,8874,4160,422,4292,6,2,Be2:4258:1974/204/2080;Nbd2:3214:1586/158/1470;Qc2:308:131/19/158;g3:277:150/14/113;Be3:187:65/13/109;b4:141:45/4/92;a4:84:45/2/37;Bg5:74:30/0/44;h3:73:36/2/35;h4:52:19/1/32;Ng5:51:23/2/26;Bf4:50:13/1/36,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 0 7
main,anti-french-advance-white,opening,12,7,False,32,30,1800,2024-01,2026-07,blitz+rapid+classical,23004,10537,1090,11377,9,4,Be2:10129:4548/498/5083;Nbd2:9177:4372/437/4368;g3:1281:604/58/619;Qc2:751:338/43/370;b4:305:112/9/184;Be3:297:100/13/184;h4:256:104/10/142;a4:234:106/6/122;b3:104:48/3/53;Bg5:85:41/1/43;h3:81:37/3/41;Bf4:70:20/3/47,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 0 7
main,anti-french-advance-white,opening,13,8,False,32,38,1400,2024-01,2026-07,blitz+rapid+classical,887,464,42,381,3,1,Na5:417:209/18/190;Bd7:173:92/9/72;Nge7:135:71/7/57;f6:42:20/2/20;Nh6:39:23/2/14;a5:37:20/1/16;Be7:30:21/2/7;Qc7:7:4/1/2;g6:3:2/0/1;h5:1:1/0/0;Qa5:1:0/0/1;f5:1:0/0/1,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R b KQkq - 1 7
main,anti-french-advance-white,opening,13,8,False,32,38,1600,2024-01,2026-07,blitz+rapid+classical,3230,1592,158,1480,5,2,Na5:1819:883/93/843;Bd7:590:307/25/258;Nge7:368:186/20/162;f6:158:70/7/81;a5:134:68/7/59;Nh6:87:42/4/41;Be7:33:16/1/16;Qc7:11:4/0/7;h6:8:5/0/3;f5:6:3/0/3;Qd8:5:2/0/3;Qa5:4:3/0/1,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R b KQkq - 1 7
main,anti-french-advance-white,opening,13,8,False,32,38,1800,2024-01,2026-07,blitz+rapid+classical,9206,4379,442,4385,6,5,Na5:5640:2578/255/2807;Bd7:1783:905/84/794;f6:516:209/27/280;Nge7:514:290/27/197;a5:389:196/24/169;Nh6:151:84/10/57;Be7:64:38/6/20;Qc7:61:34/5/22;f5:27:15/2/10;h6:24:10/0/14;g6:16:7/1/8;Qa5:7:4/1/2,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R b KQkq - 1 7
main,anti-italian-center-attack-black,opening,5,0,True,32,31,1400,2024-01,2026-07,blitz+rapid+classical,18441624,9290108,687012,8464504,12,12,Bc5:5720478:2822998/216262/2681218;Nf6:5471724:2803485/191216/2477023;h6:3231646:1665336/133557/1432753;d6:1304164:661753/52995/589416;Nd4:866864:406476/31046/429342;f5:602565:273435/16387/312743;Be7:523619:249495/21025/253099;f6:155773:94023/5625/56125;Qf6:109746:55985/3850/49911;a6:108711:59394/3755/45562;Bb4:60374:33122/1959/25293;g6:55449:28890/2023/24536,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3
main,anti-italian-center-attack-black,opening,5,0,True,32,31,1600,2024-01,2026-07,blitz+rapid+classical,16201101,8128957,656405,7415739,12,12,Bc5:5653434:2804017/231393/2618024;Nf6:4708484:2376415/179833/2152236;h6:2154277:1132527/96047/925703;d6:1185747:602572/52677/530498;Be7:713766:343524/32866/337376;Nd4:688098:331583/27665/328850;f5:681441:310643/20900/349898;Qf6:77928:38463/3168/36297;f6:60836:37505/2081/21250;a6:56112:30696/2020/23396;g6:47390:24127/1846/21417;Bb4:37512:19752/1300/16460,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3
main,anti-italian-center-attack-black,opening,5,0,True,32,31,1800,2024-01,2026-07,blitz+rapid+classical,10576744,5247063,475568,4854113,12,12,Bc5:4101008:2025510/185133/1890365;Nf6:3321471:1633796/144300/1543375;h6:806002:430668/39236/336098;d6:691717:351835/34171/305711;Be7:633366:307681/32780/292905;f5:481789:223590/16684/241515;Nd4:350817:173777/15617/161423;Qf6:39375:18691/1815/18869;g6:30382:14841/1373/14168;a6:20127:10767/761/8599;f6:19244:11650/719/6875;b6:15907:8257/554/7096,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3
main,anti-italian-center-attack-black,opening,6,1,True,32,33,1400,2024-01,2026-07,blitz+rapid+classical,5958858,2942287,224466,2792105,12,12,c3:1582664:825986/56865/699813;d3:1413632:678013/57999/677620;O-O:1147642:555165/43146/549331;Nc3:821796:393628/35827/392341;b4:329553:176255/9038/144260;d4:327593:171557/10131/145905;a3:79457:37919/3159/38379;Ng5:66839:18187/1489/47163;Bxf7+:58973:26877/1857/30239;h3:47221:22776/2136/22309;Nxe5:32594:12298/1054/19242;a4:11415:5874/418/5123,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
main,anti-italian-center-attack-black,opening,6,1,True,32,33,1600,2024-01,2026-07,blitz+rapid+classical,5857194,2905703,239120,2712371,12,12,c3:1787600:920835/70840/795925;O-O:1276854:627248/51677/597929;d3:1126618:537471/51121/538026;Nc3:691347:328738/32873/329736;b4:413306:219617/12129/181560;d4:306351:159602/10521/136228;a3:70995:33307/3122/34566;Bxf7+:48009:22055/1621/24333;h3:40717:19408/2048/19261;Ng5:28389:7688/657/20044;Nxe5:22945:8609/780/13556;Qe2:11921:6347/426/5148,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
main,anti-italian-center-attack-black,opening,6,1,True,32,33,1800,2024-01,2026-07,blitz+rapid+classical,4204270,2076869,189554,1937847,12,12,c3:1439173:727048/64757/647368;O-O:1051222:516439/46901/487882;d3:636585:302148/32162/302275;b4:399111:210163/13160/175788;Nc3:379305:177769/20251/181285;d4:178987:90474/7101/81412;a3:28371:12751/1411/14209;Bxf7+:22055:10098/851/11106;h3:21820:9971/1205/10644;Qe2:11300:5923/448/4929;Nxe5:10541:4075/351/6115;Ng5:9407:2585/251/6571,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4
main,anti-italian-center-attack-black,opening,7,2,True,32,36,1400,2024-01,2026-07,blitz+rapid+classical,1654988,862128,59229,733631,12,12,Nf6:888952:462748/32664/393540;d6:461346:237009/16268/208069;h6:125538:67410/4585/53543;a6:64108:34472/2024/27612;Qf6:29624:13566/1005/15053;Nge7:19359:10091/583/8685;Bb6:16219:8127/591/7501;a5:8229:4493/258/3478;Na5:7569:4432/254/2883;f5:7399:3782/182/3435;f6:6392:4064/213/2115;Qe7:4672:2273/157/2242,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4
main,anti-italian-center-attack-black,opening,7,2,True,32,36,1600,2024-01,2026-07,blitz+rapid+classical,1860454,956579,73498,830377,12,12,Nf6:969511:500787/39578/429146;d6:573454:290608/22255/260591;h6:114370:61407/4576/48387;a6:62328:33492/2150/26686;Qf6:41922:18564/1470/21888;Nge7:33354:16956/1151/15247;Bb6:21918:10540/854/10524;f5:8971:4519/257/4195;Qe7:8342:3824/279/4239;a5:7859:4371/302/3186;Na5:5667:3462/213/1992;f6:3526:2285/122/1119,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4
main,anti-italian-center-attack-black,opening,7,2,True,32,36,1800,2024-01,2026-07,blitz+rapid+classical,1481737,747164,66467,668106,12,12,Nf6:767889:388932/36028/342929;d6:477951:240418/21048/216485;h6:55988:30278/2457/23253;Qf6:47864:20596/1829/25439;Nge7:38071:19241/1484/17346;a6:31716:17464/1206/13046;Bb6:27087:12326/1097/13664;Qe7:15360:6618/583/8159;f5:7025:3586/244/3195;a5:4688:2600/216/1872;Na5:2399:1538/89/772;d5:1846:1174/49/623,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4
main,anti-italian-center-attack-black,opening,8,3,True,32,34,1400,2024-01,2026-07,blitz+rapid+classical,1002314,521561,36207,444546,12,12,d4:517811:281301/18910/217600;d3:302397:153646/11487/137264;O-O:61905:31927/1918/28060;b4:40666:18702/1374/20590;Ng5:23472:10464/734/12274;Bxf7+:15209:7290/422/7497;Qb3:14918:6718/493/7707;Qe2:8499:3805/328/4366;h3:4530:2000/156/2374;a4:3877:1862/118/1897;Qc2:3348:1581/103/1664;Nxe5:2064:670/60/1334,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 1 5
main,anti-italian-center-attack-black,opening,8,3,True,32,34,1600,2024-01,2026-07,blitz+rapid+classical,1057936,546911,42495,468530,12,12,d4:547208:293796/21996/231416;d3:339893:170886/14550/154457;O-O:77302:39688/2633/34981;b4:36969:17156/1350/18463;Ng5:14308:6240/525/7543;Bxf7+:9381:4513/254/4614;Qb3:9113:3935/327/4851;Qe2:8726:4157/328/4241;Qc2:4353:2004/147/2202;a4:3372:1570/118/1684;h3:2841:1219/117/1505;Nxe5:1532:486/48/998,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 1 5
